App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 20, 2018",Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"April 12, 2018",Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Teen,Entertainment,"July 20, 2018",4.8.6,4.1 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,5.0 and up
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up
The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17M,"5,000,000+",Free,0,Teen,Entertainment,"July 5, 2018",4.18.1,4.1 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",Varies with device,Varies with device
WWE,ENTERTAINMENT,4.5,736864,20M,"10,000,000+",Free,0,Teen,Entertainment,"January 19, 2018",3.17.2,4.1 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
Universal Kids,ENTERTAINMENT,3.6,1968,21M,"500,000+",Free,0,Everyone,Entertainment;Music & Video,"May 24, 2018",3.3.1.41,4.4 and up
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
LEGO® TV,ENTERTAINMENT,3.7,17247,7.2M,"1,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"August 4, 2018",4.0.2,5.0 and up
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up
Showtime Anytime,ENTERTAINMENT,3.7,18523,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 2, 2018",Varies with device,Varies with device
PlayKids - Educational cartoons and games for kids,ENTERTAINMENT,4.1,182103,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 30, 2018",Varies with device,Varies with device
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,"May 25, 2018",3.3.1.42,4.4 and up
Netflix,ENTERTAINMENT,4.4,5456708,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,"July 31, 2018",Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,"July 15, 2018",2.13.5,4.1 and up
Vudu Movies & TV,ENTERTAINMENT,3.9,58082,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 1, 2018",Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"April 12, 2018",Varies with device,Varies with device
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 20, 2018",Varies with device,Varies with device
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,5.0 and up
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up
Yidio: TV Show & Movie Guide,ENTERTAINMENT,3.9,27424,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 31, 2018",Varies with device,Varies with device
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up
Redbox,ENTERTAINMENT,4.1,115033,30M,"10,000,000+",Free,0,Everyone,Entertainment,"July 2, 2018",7.5.0,5.0 and up
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4.0,22997,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"June 27, 2018",8.0626,Varies with device
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",Varies with device,Varies with device
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57M,"100,000+",Free,0,Teen,Entertainment,"March 21, 2018",4.003.1,4.3 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 2, 2018",Varies with device,Varies with device
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,"May 25, 2018",3.3.1.42,4.4 and up
Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35M,"1,000,000+",Free,0,Everyone,Entertainment;Music & Video,"January 23, 2018",1.0.20,4.4 and up
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44M,"10,000+",Free,0,Teen,Entertainment,"December 14, 2017",1.2.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device
Kidjo TV Kids Have Fun & Learn,ENTERTAINMENT,4.6,732,Varies with device,"100,000+",Free,0,Everyone,Entertainment;Music & Video,"August 1, 2018",Varies with device,Varies with device
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20M,"100,000+",Free,0,Teen,Entertainment,"August 1, 2018",1.6.1,6.0 and up
ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725,19M,"5,000,000+",Free,0,Everyone,Entertainment,"May 25, 2018",1.0.64,4.0.3 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",Free,0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up
My Talking Pet,ENTERTAINMENT,4.6,6238,Varies with device,"100,000+",Paid,$4.99,Everyone,Entertainment,"June 30, 2018",Varies with device,Varies with device
Funny Pics,ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 7, 2017",Varies with device,Varies with device
Funny Quotes Free,ENTERTAINMENT,4.2,23666,3.6M,"1,000,000+",Free,0,Teen,Entertainment,"May 4, 2018",8.1,4.0 and up
LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554,7.7M,"1,000,000+",Free,0,Teen,Entertainment,"September 15, 2015",4.0,2.3.3 and up
Meme Creator,ENTERTAINMENT,4.2,38769,44M,"1,000,000+",Free,0,Mature 17+,Entertainment,"September 22, 2015",7.2.3,2.3 and up
"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,4.3,160164,12M,"10,000,000+",Free,0,Teen,Entertainment,"August 1, 2018",4.2.0.8447,5.0 and up
Meme Generator,ENTERTAINMENT,4.6,3771,53M,"100,000+",Paid,$2.99,Mature 17+,Entertainment,"August 3, 2018",4.426,4.1 and up
SketchBook - draw and paint,ENTERTAINMENT,4.3,256664,77M,"10,000,000+",Free,0,Everyone,Entertainment,"May 4, 2018",4.1.7,4.0.3 and up
Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device
All Events in City,EVENTS,4.0,3782,9.5M,"100,000+",Free,0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up
Ticketmaster Event Tickets,EVENTS,4.0,40113,36M,"5,000,000+",Free,0,Everyone,Events,"July 23, 2018",Varies with device,Varies with device
Reminder,EVENTS,4.5,7074,6.3M,"500,000+",Free,0,Everyone,Events,"June 25, 2018",1.57,4.1 and up
Birdays - Birthday reminder,EVENTS,4.5,2153,5.9M,"50,000+",Free,0,Everyone,Events,"December 14, 2017",1.5.0,4.1 and up
"StubHub - Tickets to Sports, Concerts & Events",EVENTS,4.0,26089,Varies with device,"5,000,000+",Free,0,Everyone,Events,"August 2, 2018",4.2.1,Varies with device
Fever,EVENTS,4.0,20611,12M,"1,000,000+",Free,0,Teen,Events,"July 18, 2018",4.3.6,4.1 and up
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8M,"10,000+",Free,0,Everyone,Events,"May 29, 2018",3.8,4.0 and up
"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,4.4,15558,26M,"1,000,000+",Free,0,Everyone,Events,"August 3, 2018",2018.07.31229,5.0 and up
my4D,EVENTS,4.6,573,8.7M,"100,000+",Free,0,Everyone,Events,"July 12, 2018",1.40,4.2 and up
VAN NIAN 2018 - Vietnamese Calendar,EVENTS,NaN,37,16M,"10,000+",Free,0,Everyone,Events,"November 27, 2017",1.0,4.0 and up
Vivid Seats – Event Tickets,EVENTS,4.6,8232,53M,"1,000,000+",Free,0,Everyone,Events,"July 31, 2018",Varies with device,5.0 and up
Name days,EVENTS,4.1,3089,Varies with device,"100,000+",Free,0,Everyone,Events,"July 12, 2018",Varies with device,Varies with device
LBB - Find New & Unique Things To Do Around You,EVENTS,4.6,3874,14M,"100,000+",Free,0,Everyone,Events,"July 27, 2018",4.0.19,4.2 and up
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9M,"100,000+",Free,0,Everyone,Events,"December 4, 2017",1.3,4.1 and up
Series Valley of the Wolves full of part,EVENTS,4.6,731,11M,"50,000+",Free,0,Everyone,Events,"December 24, 2017",2.0,4.0 and up
Mummatikabalkuragi,EVENTS,4.9,69,334k,"1,000+",Free,0,Teen,Events,"July 22, 2018",1.0,4.0 and up
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24M,"1,000,000+",Free,0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up
"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4.6,99,13M,"10,000+",Free,0,Everyone,Events,"July 6, 2018",1.1,4.2 and up
Wipe out,EVENTS,4.7,30,Varies with device,500+,Free,0,Teen,Events,"May 23, 2018",Varies with device,Varies with device
Birthdays & Other Events,EVENTS,4.3,456,2.8M,"50,000+",Free,0,Everyone,Events,"June 21, 2018",1.75,2.3.3 and up
Sarajevo Film Festival - Official,EVENTS,NaN,6,9.7M,100+,Free,0,Everyone 10+,Events,"July 31, 2018",2.0.1,4.4W and up
Summer Madness,EVENTS,NaN,4,1.4M,100+,Free,0,Everyone,Events,"July 26, 2018",1.107,4.0 and up
Events High - Meet Your City!,EVENTS,4.2,3200,Varies with device,"100,000+",Free,0,Everyone 10+,Events,"June 23, 2018",Varies with device,Varies with device
vide-greniers.org,EVENTS,4.3,5839,3.5M,"100,000+",Free,0,Everyone,Events,"November 8, 2016",16.11.8,2.3.3 and up
SUMMER SONIC app,EVENTS,5.0,4,61M,500+,Free,0,Everyone,Events,"July 24, 2018",1.0,4.4 and up
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0M,"100,000+",Free,0,Everyone,Events,"October 14, 2017",1.1.3,4.1 and up
Prosperity,EVENTS,5.0,16,2.3M,100+,Free,0,Everyone,Events,"July 9, 2018",1.14,2.0 and up
Picktrainer: India's largest photo contest app,EVENTS,4.5,1065,9.0M,"100,000+",Free,0,Everyone,Events,"May 31, 2018",1.3.2,4.1 and up
AAS-IN-ASIA 2018,EVENTS,NaN,3,11M,100+,Free,0,Everyone,Events,"July 4, 2018",1.1.9,4.1 and up
Moot Peru 2018,EVENTS,NaN,13,27M,"1,000+",Free,0,Everyone,Events,"June 28, 2018",1.0,3.0 and up
FM News,EVENTS,NaN,46,3.6M,"5,000+",Free,0,Everyone,Events,"July 4, 2018",1.4,4.2 and up
Goldstar: Live Event Tickets,EVENTS,4.5,1953,Varies with device,"100,000+",Free,0,Teen,Events,"August 1, 2018",Varies with device,Varies with device
Emmabodafestivalen,EVENTS,4.8,12,29M,"1,000+",Free,0,Everyone 10+,Events,"June 28, 2018",42.0,4.2 and up
KudaGo - things to do in NY,EVENTS,4.4,4298,4.4M,"100,000+",Free,0,Everyone,Events,"April 27, 2017",2.2.2,4.0 and up
Mindvalley U Tallinn 2018,EVENTS,5.0,1,21M,100+,Free,0,Everyone,Events,"July 3, 2018",1.0.5,4.4 and up
Rockmaraton Info,EVENTS,NaN,49,13M,"1,000+",Free,0,Everyone,Events,"July 8, 2018",18.4,4.4 and up
Freitas Auctioneer Official,EVENTS,3.7,100,27M,"50,000+",Free,0,Everyone,Events,"December 15, 2017",1.0.11,4.0.3 and up
mobLee Events,EVENTS,NaN,11,11M,"5,000+",Free,0,Everyone,Events,"May 30, 2018",3.05.30.16,4.1 and up
"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4.1,399,24M,"100,000+",Free,0,Everyone,Events,"August 3, 2018",Cannonau 3.11.11,5.0 and up
AMM Events & CPD,EVENTS,NaN,5,6.1M,100+,Free,0,Everyone,Events,"August 4, 2018",1.0.5,4.3 and up
Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3M,"1,000+",Free,0,Everyone,Events,"May 20, 2018",8.0bld14,4.1 and up
MeAuDote - An act of love that saves a life,EVENTS,NaN,250,23M,"1,000+",Free,0,Everyone,Events,"June 22, 2018",1.0.11,4.1 and up
TCF National Conference,EVENTS,NaN,1,34M,100+,Free,0,Everyone,Events,"July 11, 2018",1.0,4.1 and up
Endurance Lifestyle,EVENTS,4.6,7,3.8M,500+,Free,0,Teen,Events,"July 10, 2017",2.1,4.2 and up
K PLUS,FINANCE,4.4,124424,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"June 26, 2018",4.6.0,4.2 and up
ING Banking,FINANCE,4.4,39041,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"August 3, 2018",Varies with device,Varies with device
Citibanamex Movil,FINANCE,3.6,52306,42M,"5,000,000+",Free,0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up
The postal bank,FINANCE,3.7,36718,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 16, 2018",Varies with device,Varies with device
KTB Netbank,FINANCE,3.8,42644,19M,"5,000,000+",Free,0,Everyone,Finance,"June 28, 2018",8.18,4.2 and up
Mobile Bancomer,FINANCE,4.2,278082,70M,"10,000,000+",Free,0,Everyone,Finance,"July 30, 2018",10.78,4.0.3 and up
Nedbank Money,FINANCE,4.2,6076,32M,"500,000+",Free,0,Everyone,Finance,"July 28, 2018",4.1.1-0-prod,4.2 and up
SCB EASY,FINANCE,4.2,112656,93M,"5,000,000+",Free,0,Everyone,Finance,"July 19, 2018",3.9.0,4.1 and up
CASHIER,FINANCE,3.3,335738,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"May 3, 2018",Varies with device,Varies with device
Rabo Banking,FINANCE,3.4,31906,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",5.16.0,4.0 and up
Capitec Remote Banking,FINANCE,4.3,20672,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"May 8, 2018",Varies with device,Varies with device
Itau bank,FINANCE,4.2,957973,40M,"10,000,000+",Free,0,Everyone,Finance,"July 30, 2018",6.5.7,4.2 and up
Nubank,FINANCE,4.7,130582,24M,"5,000,000+",Free,0,Everyone,Finance,"August 2, 2018",Varies with device,Varies with device
The Societe Generale App,FINANCE,4.1,31218,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
IKO,FINANCE,4.7,167168,20M,"1,000,000+",Free,0,Everyone,Finance,"July 4, 2018",3.115.27,4.1 and up
Cash App,FINANCE,4.0,34428,15M,"10,000,000+",Free,0,Everyone,Finance,"August 2, 2018",2.31.1,5.0 and up
Standard Bank / Stanbic Bank,FINANCE,3.6,15247,28M,"1,000,000+",Free,0,Everyone,Finance,"July 13, 2018",3.0.5,4.0.3 and up
Bualuang mBanking,FINANCE,4.0,48445,10M,"5,000,000+",Free,0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up
Intesa Sanpaolo Mobile,FINANCE,3.6,35518,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 2, 2018",Varies with device,Varies with device
UBA Mobile Banking,FINANCE,4.3,12185,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"June 8, 2018",Varies with device,Varies with device
BBVA Spain,FINANCE,4.2,36746,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device
MyMo by GSB,FINANCE,4.2,21996,14M,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",1.17.2,4.0.3 and up
VTB-Online,FINANCE,4.1,138371,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"August 2, 2018",Varies with device,4.0.3 and up
Ecobank Mobile Banking,FINANCE,4.0,12073,42M,"1,000,000+",Free,0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up
Banorte Movil,FINANCE,4.1,111632,65M,"1,000,000+",Free,0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up
Wells Fargo Mobile,FINANCE,4.4,250706,37M,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",6.8.0.109,5.0 and up
Credit Karma,FINANCE,4.7,706301,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
BZWBK24 mobile,FINANCE,4.5,64959,39M,"1,000,000+",Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up
PayPal,FINANCE,4.3,659741,47M,"50,000,000+",Free,0,Everyone,Finance,"July 18, 2018",6.28.0,4.4 and up
Capital One® Mobile,FINANCE,4.6,510392,79M,"10,000,000+",Free,0,Everyone,Finance,"August 1, 2018",5.38.1,5.0 and up
Zenith Bank Mobile App,FINANCE,4.3,7215,18M,"1,000,000+",Free,0,Everyone,Finance,"July 23, 2018",2.7.4,4.0 and up
"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,4.2 and up
Post Bank,FINANCE,4.5,60449,100M,"1,000,000+",Free,0,Everyone,Finance,"July 23, 2018",2.9.12,4.0 and up
İşCep,FINANCE,4.5,381788,32M,"10,000,000+",Free,0,Everyone,Finance,"August 2, 2018",3.22.0,4.1 and up
People's Bank,FINANCE,3.6,10697,46M,"1,000,000+",Free,0,Everyone,Finance,"July 18, 2018",3.22.1,4.1 and up
Google Pay,FINANCE,4.2,347838,Varies with device,"100,000,000+",Free,0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device
Transfer,FINANCE,4.1,31804,9.8M,"5,000,000+",Free,0,Everyone,Finance,"July 27, 2018",3.1.6.12,4.0 and up
T-Mobile in,FINANCE,3.5,3856,8.2M,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",3.2.1,4.4 and up
TrueMoney Wallet,FINANCE,4.4,199684,18M,"5,000,000+",Free,0,Everyone,Finance,"July 19, 2018",Varies with device,Varies with device
Alfa-Bank (Alfa-Bank),FINANCE,4.0,44545,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
Bank of Brazil,FINANCE,4.5,1336246,39M,"10,000,000+",Free,0,Everyone,Finance,"August 3, 2018",6.39.1.4,4.1 and up
WiseBanyan - Invest For Free,FINANCE,4.2,257,44M,"10,000+",Free,0,Everyone,Finance,"July 31, 2018",2.2.12,4.4W and up
"Robinhood - Investing, No Fees",FINANCE,4.6,57493,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
Wells Fargo Daily Change,FINANCE,4.2,283,5.0M,"100,000+",Free,0,Everyone,Finance,"April 26, 2018",2.5.0.26,5.0 and up
"Even - organize your money, get paid early",FINANCE,4.8,12304,21M,"100,000+",Free,0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up
Digit Save Money Automatically,FINANCE,4.5,8188,22M,"100,000+",Free,0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up
Stash: Invest. Learn. Save.,FINANCE,4.2,11919,23M,"1,000,000+",Free,0,Everyone,Finance,"July 27, 2018",1.13.2.11,4.4 and up
Acorns - Invest Spare Change,FINANCE,4.3,45957,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
Google Pay,FINANCE,4.2,347838,Varies with device,"100,000,000+",Free,0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device
"Money Lover: Expense Tracker, Budget Planner",FINANCE,4.4,126431,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"August 1, 2018",Varies with device,Varies with device
Expense IQ Money Manager,FINANCE,4.4,21570,27M,"1,000,000+",Free,0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up
Money Manager Expense & Budget,FINANCE,4.6,134564,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 25, 2018",Varies with device,Varies with device
Wells Fargo Daily Change,FINANCE,4.2,283,5.0M,"100,000+",Free,0,Everyone,Finance,"April 26, 2018",2.5.0.26,5.0 and up
"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961,32M,"500,000+",Free,0,Everyone,Finance,"August 4, 2018",2.12.100,4.1 and up
Monefy - Money Manager,FINANCE,4.6,111254,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 3, 2018",1.8.9,4.0 and up
Simple - Better Banking,FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance,"August 2, 2018",2.53.2,5.0 and up
Chime - Mobile Banking,FINANCE,4.3,5928,22M,"500,000+",Free,0,Everyone,Finance,"July 22, 2018",5.1.1,5.0 and up
Bluebird by American Express,FINANCE,4.2,15703,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 25, 2018",Varies with device,Varies with device
Walmart MoneyCard,FINANCE,4.2,6148,10M,"1,000,000+",Free,0,Everyone,Finance,"June 1, 2018",1.14.1,4.1 and up
Moven - Smart Finances,FINANCE,3.8,861,17M,"100,000+",Free,0,Everyone,Finance,"May 29, 2018",3.3.9,4.4 and up
Qapital - Save Small. Live Large,FINANCE,4.5,8662,38M,"100,000+",Free,0,Everyone,Finance,"July 20, 2018",2.5.7,4.4 and up
Experian - Free Credit Report,FINANCE,4.6,23130,46M,"1,000,000+",Free,0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up
Branch,FINANCE,4.6,69973,3.8M,"1,000,000+",Free,0,Everyone,Finance,"July 23, 2018",1.17.1,4.0 and up
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9.3M,"50,000+",Free,0,Everyone,Finance,"June 19, 2018",1.4.11,4.4 and up
CreditWise from Capital One,FINANCE,4.6,26587,8.4M,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",1.18.0,4.4 and up
"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417,28M,"100,000+",Free,0,Everyone,Finance,"August 3, 2018",3.5.0,4.4 and up
Credit Karma,FINANCE,4.7,706302,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
my face,FINANCE,3.8,1054,9.7M,"100,000+",Free,0,Everyone,Finance,"July 10, 2018",2.3.0,5.0 and up
Credit Sesame,FINANCE,4.3,25166,11M,"1,000,000+",Free,0,Everyone,Finance,"July 25, 2018",3.1.16,4.1 and up
"Mint: Budget, Bills, Finance",FINANCE,4.3,129304,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"August 2, 2018",Varies with device,Varies with device
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4.6,3596,19M,"100,000+",Free,0,Everyone,Finance,"July 20, 2018",16.6,6.0 and up
